# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_upstream_gene_variant
GBF1	GBF1	NM_001377137.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
GBGT1	GBGT1	NM_021996.6	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
GCLM	GCLM	NM_002061.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
GCNT3	GCNT3	NM_004751.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
GCSH	GCSH	NM_004483.5	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
GDI2	GDI2	NM_001494.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
GDPGP1	GDPGP1	NM_001013657.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
GET1	GET1	NM_004627.6	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
GFI1B	GFI1B	NM_001377304.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
GFOD1	GFOD1	NM_018988.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
GFRA4	GFRA4	NM_022139.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
GIPC2	GIPC2	NM_017655.6	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
GIPR	GIPR	NM_000164.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
GK	GK	NM_001205019.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
GLE1	GLE1	NM_001003722.2	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
GLIS3	GLIS3	NM_001042413.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
GMDS	GMDS	NM_001500.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
GNA15	GNA15	NM_002068.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
GNAL	GNAL	NM_001369387.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
GNAL	GNAL	NM_182978.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
GNAO1	GNAO1	NM_020988.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
GNAT3	GNAT3	NM_001102386.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
GNB1	GNB1	NM_002074.5	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0
GNB5	GNB5	NM_016194.4	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
GNS	GNS	NM_002076.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
GOLGB1	GOLGB1	NM_001366282.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
GOSR2	GOSR2	NM_004287.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
GPALPP1	GPALPP1	NM_018559.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
GPC5	GPC5	NM_004466.6	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0
GPC6	GPC6	NM_005708.5	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	1
GPER1	GPER1	NM_001098201.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
GPR161	GPR161	NM_001375883.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
GPR176	GPR176	NM_007223.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
GPR39	GPR39	NM_001508.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
GRIA1	GRIA1	NM_000827.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
GRIA4	GRIA4	NM_000829.4	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0
GRID2	GRID2	NM_001510.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
GRID2IP	GRID2IP	NM_001145118.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
GRM1	GRM1	NM_001278064.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
GRM7	GRM7	NM_000844.4	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0
GRM8	GRM8	NM_000845.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
GRTP1	GRTP1	NM_024719.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
GSAP	GSAP	NM_017439.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
GSPT1	GSPT1	NM_002094.4	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
GSTCD	GSTCD	NM_001370181.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
GTDC1	GTDC1	NM_001376312.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
GTF3C4	GTF3C4	NM_012204.4	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
GUSB	GUSB	NM_000181.4	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	3	1	0	0
GYS2	GYS2	NM_021957.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
GZMM	GZMM	NM_005317.4	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
H1-2	H1-2	NM_005319.4	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
H6PD	H6PD	NM_004285.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
HADHA	HADHA	NM_000182.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
HAPLN1	HAPLN1	NM_001884.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
HAPLN2	HAPLN2	NM_021817.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
HAVCR1	HAVCR1	NM_001173393.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
HAVCR2	HAVCR2	NM_032782.5	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
HAX1	HAX1	NM_006118.4	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
HDAC2	HDAC2	NM_001527.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
HDAC4	HDAC4	NM_001378414.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
HDAC9	HDAC9	NM_178425.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
HECW1	HECW1	NM_015052.5	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
HELLS	HELLS	NM_018063.5	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
HELZ	HELZ	NM_014877.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
HEPHL1	HEPHL1	NM_001098672.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
HERPUD2	HERPUD2	NM_022373.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
HIF3A	HIF3A	NM_152795.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
HIVEP1	HIVEP1	NM_002114.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
HLA-A	HLA-A	NM_002116.8	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
HLA-B	HLA-B	NM_005514.8	protein_coding	2	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0
HLA-C	HLA-C	NM_002117.6	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	3	0	0	0
HLA-DPA1	HLA-DPA1	NM_033554.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
HLA-DPB1	HLA-DPB1	NM_002121.6	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
HLA-DQB1	HLA-DQB1	NM_002123.5	protein_coding	2	0	0	5	1	0	0	0	0	0	0	2	4	0	0	0
HLA-DQB2	HLA-DQB2	NM_001300790.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
HLA-DRB1	HLA-DRB1	NM_002124.4	protein_coding	4	0	0	3	0	0	0	0	0	0	0	4	3	0	0	0
HMBOX1	HMBOX1	NM_001135726.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
HMCN1	HMCN1	NM_031935.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
HMGCL	HMGCL	NM_000191.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
HMGN2	HMGN2	NM_005517.4	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
HMGN3	HMGN3	NM_001201363.2	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
HNRNPD	HNRNPD	NM_031370.3	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
HNRNPF	HNRNPF	NM_001098204.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
HPD	HPD	NM_002150.3	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0
HPS3	HPS3	NM_032383.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
HPS4	HPS4	NM_022081.6	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
HPSE2	HPSE2	NM_021828.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
HS2ST1	HS2ST1	NM_012262.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
HS3ST3A1	HS3ST3A1	NM_006042.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
HS3ST4	HS3ST4	NM_006040.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
HS6ST2	HS6ST2	NM_001394073.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
HSDL2	HSDL2	NM_032303.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
HSF5	HSF5	NM_001080439.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
HSPD1	HSPD1	NM_002156.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
HSPE1	HSPE1	NM_002157.3	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
HTR1F	HTR1F	NM_001322209.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
HVCN1	HVCN1	NM_032369.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
HYOU1	HYOU1	NM_006389.5	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
ICAM3	ICAM3	NM_002162.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ICE2	ICE2	NM_024611.6	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0
IDE	IDE	NM_004969.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
IGDCC3	IGDCC3	NM_004884.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
IGF1R	IGF1R	NM_000875.5	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
IGF2BP3	IGF2BP3	NM_006547.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
IGF2R	IGF2R	NM_000876.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
IGSF21	IGSF21	NM_032880.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
IGSF23	IGSF23	NM_001205280.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
IGSF5	IGSF5	NM_001080444.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
IKBIP	IKBIP	NM_153687.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
IKZF3	IKZF3	NM_012481.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
IL12RB1	IL12RB1	NM_005535.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
IL1RAP	IL1RAP	NM_002182.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
IL1RAPL1	IL1RAPL1	NM_014271.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
IL1RAPL2	IL1RAPL2	NM_017416.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
IL20RA	IL20RA	NM_014432.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
IL21R	IL21R	NM_181078.3	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
IL4R	IL4R	NM_000418.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
ILDR2	ILDR2	NM_199351.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
INSL3	INSL3	NM_005543.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
INSR	INSR	NM_000208.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
INTS13	INTS13	NM_018164.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
INTS8	INTS8	NM_017864.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
IPO11	IPO11	NM_016338.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
IPO4	IPO4	NM_024658.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
IPP	IPP	NM_005897.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
IQCD	IQCD	NM_001330452.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
IQCH	IQCH	NM_001031715.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
IQCK	IQCK	NM_153208.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
IQSEC1	IQSEC1	NM_001134382.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
IREB2	IREB2	NM_004136.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
IRF7	IRF7	NM_001572.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
IRS2	IRS2	NM_003749.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
ISM2	ISM2	NM_199296.3	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
ITGA1	ITGA1	NM_181501.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
ITGA3	ITGA3	NM_002204.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
ITGA4	ITGA4	NM_000885.6	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
ITGA6	ITGA6	NM_000210.4	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
ITGA6	ITGA6	NM_001394928.1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
ITGB3	ITGB3	NM_000212.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
ITGB3BP	ITGB3BP	NM_014288.5	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
ITGB4	ITGB4	NM_000213.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
ITIH5	ITIH5	NM_030569.7	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
ITLN2	ITLN2	NM_080878.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ITPKC	ITPKC	NM_025194.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
ITPR2	ITPR2	NM_002223.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
ITSN1	ITSN1	NM_003024.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
ITSN2	ITSN2	NM_006277.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
IZUMO1R	IZUMO1R	NM_001199206.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
JADE1	JADE1	NM_199320.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
JAGN1	JAGN1	NM_032492.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
JAK3	JAK3	NM_000215.4	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
JAKMIP2	JAKMIP2	NM_001270941.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
JAZF1	JAZF1	NM_175061.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
JMY	JMY	NM_152405.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
JPH1	JPH1	NM_020647.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
KANK1	KANK1	NM_015158.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
KANSL2	KANSL2	NM_017822.4	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
KARS1	KARS1	NM_005548.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
KASH5	KASH5	NM_144688.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
KAT14	KAT14	NM_001392073.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
KATNAL1	KATNAL1	NM_032116.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
KATNB1	KATNB1	NM_005886.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
KATNBL1	KATNBL1	NM_024713.3	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
KATNIP	KATNIP	NM_015202.5	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
KAZN	KAZN	NM_201628.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
KBTBD2	KBTBD2	NM_015483.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
KCNAB3	KCNAB3	NM_004732.4	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
KCNB2	KCNB2	NM_004770.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
KCNC2	KCNC2	NM_139137.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
KCND2	KCND2	NM_012281.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
KCNH1	KCNH1	NM_172362.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
KCNH2	KCNH2	NM_000238.4	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0
KCNH6	KCNH6	NM_001278919.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
KCNH8	KCNH8	NM_144633.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
KCNIP4	KCNIP4	NM_025221.6	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
KCNJ5	KCNJ5	NM_000890.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
KCNJ6	KCNJ6	NM_002240.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
KCNT1	KCNT1	NM_020822.3	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0
KCNT2	KCNT2	NM_198503.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
KCTD15	KCTD15	NM_001129994.2	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
KDELR2	KDELR2	NM_006854.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
KDM1A	KDM1A	NM_001009999.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
KDM2B	KDM2B	NM_032590.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
KDM3B	KDM3B	NM_016604.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
KDM4C	KDM4C	NM_015061.6	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
KDM5B	KDM5B	NM_006618.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
KHDC1	KHDC1	NM_030568.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
KHDRBS2	KHDRBS2	NM_152688.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
KIAA1522	KIAA1522	NM_020888.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
KIAA1614	KIAA1614	NM_020950.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
KIAA1671	KIAA1671	NM_001145206.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
KIAA1958	KIAA1958	NM_133465.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
KIAA2013	KIAA2013	NM_138346.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
KIF13A	KIF13A	NM_022113.6	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0
KIF15	KIF15	NM_020242.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
KIF16B	KIF16B	NM_024704.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
KIF23	KIF23	NM_001367805.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
KIF26A	KIF26A	NM_015656.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
KIF26B	KIF26B	NM_018012.4	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0
KIF2C	KIF2C	NM_006845.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
KIF3B	KIF3B	NM_004798.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
KIN	KIN	NM_012311.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
KLC2	KLC2	NM_001318734.2	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0
KLF12	KLF12	NM_001400136.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
KLF7	KLF7	NM_003709.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
KLHL1	KLHL1	NM_020866.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
KLHL18	KLHL18	NM_025010.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
KLHL25	KLHL25	NM_022480.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
KLHL26	KLHL26	NM_018316.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
KLLN	KLLN	NM_001126049.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
KMT2A	KMT2A	NM_001197104.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
KMT2C	KMT2C	NM_170606.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
KRAS	KRAS	NM_004985.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
KRAS	KRAS	NM_033360.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
KREMEN1	KREMEN1	NM_001039570.3	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
KRT14	KRT14	NM_000526.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
KRTAP5-4	KRTAP5-4	NM_001347674.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
KSR1	KSR1	NM_001394583.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
KSR2	KSR2	NM_173598.6	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
KYAT3	KYAT3	NM_001008661.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
L3MBTL4	L3MBTL4	NM_001330559.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
LAIR2	LAIR2	NM_002288.6	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
LAMA2	LAMA2	NM_000426.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
LAMA4	LAMA4	NM_001105206.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
LAMB1	LAMB1	NM_002291.3	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LAMTOR4	LAMTOR4	NM_001008395.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
LAP3	LAP3	NM_015907.3	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LARGE1	LARGE1	NM_133642.5	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
LARP1	LARP1	NM_033551.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
LARP4	LARP4	NM_052879.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
LATS2	LATS2	NM_014572.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
LAX1	LAX1	NM_017773.4	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LDLRAD3	LDLRAD3	NM_174902.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
LDLRAD4	LDLRAD4	NM_001378100.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
LDLRAP1	LDLRAP1	NM_015627.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
LEPR	LEPR	NM_002303.6	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
